5429|5|6|96119|CPT|t|Neuropsychological testing (eg, Halstead-Reitan Neuropsychological Battery, Wechsler Memory Scales and Wisconsin Card Sorting Test), with qualified health care professional interpretation and report, administered by technician, per hour of technician time, face-to-face
5189|4|8|48489-9|LOINC|t|Mastoid - left X-ray 1 or 2 views
4949|4|8|42459-8|LOINC|t|Gastrointestine upper Fluoroscopy W contrast PO
4709|4|8|39064-1|LOINC|t|Ribs X-ray anterior and lateral
4469|4|8|37889-3|LOINC|t|Thumb X-ray AP and lateral
4229|4|8|37624-4|LOINC|t|Pelvis X-ray AP and lateral and oblique
3989|4|8|37169-0|LOINC|t|Hip - left X-ray portable
3749|4|8|36802-7|LOINC|t|Orbit vessels MRI angiogram
3509|4|8|36417-4|LOINC|t|Upper extremity veins MRI angiogram W and WO contrast IV
3269|4|8|33089-4|LOINC|t|Gestational age estimated from Crown rump length by method of Australian Society of Ultrasound Medicine 1991 (US)
3029|4|8|26324-4|LOINC|t|Fluoroscopy Guidance for injection of Spine facet joint - right
2789|4|8|24798-1|LOINC|t|Abdomen X-ray AP (supine and upright)
2549|4|8|12058-4|LOINC|t|Fetal Choroid plexus Narrative Study observation US
2309|4|8|11727-5|LOINC|t|Fetal weight estimated by US
2069|9|3|175011002|SNOMED-CT|t|Saphenous vein graft replacement of four or more coronary arteries (procedure)
1829|9||||f|Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty; single vessel
1589|5||||f|Initial nursing facility care, per day, for the evaluation and management of a patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission are of moderate severity. Typically, 35 minutes are spent at the bedside and on the patient's facility floor or unit.
1349|9||||f|Coronary artery bypass with autogenous graft, two grafts (procedure)
1109|4||||f|Breast - right Mammogram roll
869|9|3|432509002|SNOMED-CT|t|Insertion of dialysis catheter using doppler ultrasound guidance (procedure)
629|7|3|308447003|SNOMED-CT|t|Referral to physiotherapist (procedure)
389|6|8|71970-8|LOINC|t|PROMIS-10 Global health - GMH - raw score
149|4|8|47984-0|LOINC|t|Pelvis and Spine Lumbar X-ray
10596|15|3|307088009|SNOMED-CT|t|Unable to analyze information
10356|15|3|165299008|SNOMED-CT|t|Memory: important event known
10116|15|3|86597007|SNOMED-CT|t|Illogical thinking
9876|14|3|286370002|SNOMED-CT|t|Does speak
9636|14|3|931000119107|SNOMED-CT|t|Dependence on supplemental oxygen
9396|14|3|289119003|SNOMED-CT|t|Does expectorate
9156|14|3|282550006|SNOMED-CT|t|Does not avoid obstacles when running
8916|14|3|364892002|SNOMED-CT|t|Finding related to ability to move all four limbs
8676|14|3|285674009|SNOMED-CT|t|Unable to weight-bear
8436|14|3|445251000124109|SNOMED-CT|t|Activity extremely limited
8196|14|3|301572006|SNOMED-CT|t|Does mobilize using aids
7956|14|3|285045001|SNOMED-CT|t|Difficulty using spectacles
7716|14|3|303485002|SNOMED-CT|t|Able to tie shoe laces
7476|14|3|286080008|SNOMED-CT|t|Unable to store laundry
7236|14|3|365242003|SNOMED-CT|t|Finding related to ability to perform domestic activities
6996|14|3|300634001|SNOMED-CT|t|Able to drive a car
6756|14|3|282241005|SNOMED-CT|t|Unable to walk backward pulling large toy
6516|14|3|300743001|SNOMED-CT|t|Ability to use public recreational facilities
6276|14|3|422413002|SNOMED-CT|t|Ability to store medications
6036|14|3|717009002|SNOMED-CT|t|Communication Activities of Daily Living Second Edition
5796|9|6|59050|CPT|t|Fetal monitoring during labor by consulting physician (ie, non-attending physician) with written report; supervision and interpretation
5556|9|3|243773009|SNOMED-CT|t|Fetal blood sampling (procedure)
5316|4|8|69108-9|LOINC|t|Pulmonary vessels CT angiogram W and WO contrast
5076|4|8|44185-7|LOINC|t|Femur X-ray AP and lateral portable
4836|4|8|39520-2|LOINC|t|Skull X-ray PA and right lateral and left lateral and Towne
4596|4|8|38144-2|LOINC|t|Finger second - right X-ray
4356|4|8|37759-8|LOINC|t|Knee - right X-ray Sunrise and tunnel
4116|4|8|37484-3|LOINC|t|Knee - left X-ray AP W manual stress
3876|4|8|37045-2|LOINC|t|Wrist - bilateral X-ray ulnar variance
3636|4|8|36673-2|LOINC|t|Toes - left X-ray 2 views
3396|4|8|35902-6|LOINC|t|Fluoroscopy Guidance for biopsy of Pancreas
3156|4|8|30766-0|LOINC|t|Pelvis X-ray 3 views
2916|4|8|26076-0|LOINC|t|Shoulder - bilateral Fluoroscopy W contrast intraarticular
2676|4|8|24576-1|LOINC|t|Urinary bladder arteries Fluoroscopic angiogram W contrast IA
2436|4|8|11910-7|LOINC|t|Gestational age estimated from Crown rump length by method of Hadlock 1992 (US)
2196|9|6|90664|CPT|t|Influenza virus vaccine, pandemic formulation, live, for intranasal use
1956|4|8|8812-0|LOINC|t|Left ventricular Ejection fraction by Nuclear blood pool
1716|9||||f|Extended radical mastectomy (procedure)
1476|4||||f|Breast - bilateral Mammogram diagnostic limited
1236|7||||f|Referral to community alcohol team (procedure)
996|9|6|45335|CPT|t|Sigmoidoscopy, flexible; with directed submucosal injection(s), any substance
756|7|6|43843|CPT|t|Gastric restrictive procedure, without gastric bypass, for morbid obesity; other than vertical-banded gastroplasty
516|7|3|183915000|SNOMED-CT|t|Private referral to endocrinologist (procedure)
276|5|6|92567|CPT|t|Tympanometry (impedance testing)
36|4|8|30883-3|LOINC|t|Coccyx X-ray
10465|15|3|247937006|SNOMED-CT|t|Repetitive chin tapping
10225|15|3|39416002|SNOMED-CT|t|Non sequiturs
9985|15|3|285248008|SNOMED-CT|t|Overgeneralization
9745|14|3|248085007|SNOMED-CT|t|Lack of common sense about danger
9505|14|3|301518004|SNOMED-CT|t|Does get out of shower
9265|14|3|282551005|SNOMED-CT|t|Difficulty avoiding obstacles when running
9025|14|3|67750007|SNOMED-CT|t|Ineffective airway clearance
8785|14|3|284301000|SNOMED-CT|t|Unable to grip using opposition of thumb
8545|14|3|282653004|SNOMED-CT|t|Unable to transfer weight
8305|14|3|302057003|SNOMED-CT|t|Does imitate tongue movements
8065|14|3|284987007|SNOMED-CT|t|Does undress
7825|14|3|423237006|SNOMED-CT|t|ECOG performance status - grade 4
7585|14|3|288419001|SNOMED-CT|t|Unable to thread a needle
7345|14|3|286106001|SNOMED-CT|t|Unable to do polishing
7105|14|3|300777006|SNOMED-CT|t|Does not play
6865|14|3|300735006|SNOMED-CT|t|Does not use telephone
6625|14|3|364823002|SNOMED-CT|t|Finding related to ability to use spoon to feed self
6385|14|3|285971004|SNOMED-CT|t|Ability to control domestic water temperature
6145|14|3|229069003|SNOMED-CT|t|Posture training
5905|7|3|408978006|SNOMED-CT|t|OAB Discuss causes of nocturia
5665|9|3|427320001|SNOMED-CT|t|Serial drainage of amniotic fluid for twin-twin transfusion syndrome (procedure)
5425|4|8|70933-7|LOINC|t|Spine Thoracic Fluoroscopy W contrast intradisc
5185|4|8|48485-7|LOINC|t|Ribs - bilateral and Chest X-ray GE 3 and PA Chest views
4945|4|8|42446-5|LOINC|t|Spine Thoracic X-ray AP W right bending and WO bending
4705|4|8|39058-3|LOINC|t|Salivary gland X-ray
4465|4|8|37885-1|LOINC|t|Sternum X-ray tomograph
4225|4|8|37620-2|LOINC|t|Pelvis X-ray AP and lateral
3985|4|8|37165-8|LOINC|t|Facial bones X-ray lateral and Caldwell and Waters and submentovertex
3745|4|8|36798-7|LOINC|t|Upper extremity vessels - right MRI angiogram
3505|4|8|36331-7|LOINC|t|Spine Cervical X-ray 4 views
3265|4|8|33085-2|LOINC|t|Gestational age estimated from Biparietal diameter by method of Tokyo 1986 (US)
3025|4|8|26311-1|LOINC|t|Fluoroscopic angiogram Guidance for placement of catheter in Central vein - left-- W contrast IV
2785|4|8|24794-0|LOINC|t|Abdomen X-ray AP and lateral
2545|4|8|12054-3|LOINC|t|Fetal ductal arch Narrative Study observation US
2305|4|8|11719-2|LOINC|t|Fetal Main pulmonary artery Peak systolic flow US.doppler
2065|9|3|172044000|SNOMED-CT|t|Subcutaneous mastectomy for gynecomastia (procedure)
1825|9||||f|Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed; single major coronary artery or branch
1585|5||||f|Observation or inpatient hospital care, for the evaluation and management of a patient including admission and discharge on the same date, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually the presenting problem(s) requiring admission are of high severity. Typically, 55 minutes are spent at the bedside and on the patient's hospital floor or unit.
1345|9||||f|Mastectomy with excision of regional lymph nodes (procedure)
1105|4||||f|Breast - right Mammogram true lateral
865|9|3|428648006|SNOMED-CT|t|Automated peritoneal dialysis (procedure)
625|7|3|306736002|SNOMED-CT|t|Referral to general dental surgeon (procedure)
385|6|8|71966-6|LOINC|t|PROMIS-29 - depression - raw score
145|4|8|44203-8|LOINC|t|Spine Cervical and Thoracic and Lumbar X-ray portable
10551|15|3|225440008|SNOMED-CT|t|Onset of confusion
10311|15|3|407631005|SNOMED-CT|t|GDS level 3 - mild cognitive decline
10071|15|3|247884005|SNOMED-CT|t|Obsessional thoughts of incompletion
9831|14|3|719360004|SNOMED-CT|t|Difficulty using multisyllabic words
9591|14|3|284278009|SNOMED-CT|t|Does use tripod grip
9351|14|3|284157000|SNOMED-CT|t|Unable to move foot
9111|14|3|301523004|SNOMED-CT|t|Unable to get in and out of bath
8871|14|3|285520009|SNOMED-CT|t|Does move tongue tip
8631|14|3|715121002|SNOMED-CT|t|Does transfer from wheelchair to bed
8391|14|3|301641001|SNOMED-CT|t|Difficulty getting on and off furniture
8151|14|3|282666004|SNOMED-CT|t|Unable to throw
7911|14|3|365190004|SNOMED-CT|t|Finding related to ability to perform mouthcare activities
7671|14|3|289992007|SNOMED-CT|t|Does not manage clothes fastenings
7431|14|3|365271002|SNOMED-CT|t|Finding related to ability to use microwave oven
7191|14|3|285994003|SNOMED-CT|t|Does not turn off mains electricity supply
6951|14|3|300794008|SNOMED-CT|t|Does ride and propel toy
6711|14|3|366730000|SNOMED-CT|t|Finding related to ability to walk down a slope
6471|14|3|284978003|SNOMED-CT|t|Ability to put on footwear
6231|14|3|58938008|SNOMED-CT|t|Wheelchair
5991|14|3|366255007|SNOMED-CT|t|Swallowing pattern - finding
5751|9|6|57555|CPT|t|Excision of cervical stump, vaginal approach; with anterior and/or posterior repair
5511|9|3|18489003|SNOMED-CT|t|Surgical treatment of missed abortion of first trimester (procedure)
5271|4|8|64995-4|LOINC|t|Mammary artery.internal - left Fluoroscopic angiogram W contrast IA
5031|4|8|43538-8|LOINC|t|Spine Cervical Fluoroscopy video
4791|4|8|39385-0|LOINC|t|Knee - right X-ray 4 views and oblique
4551|4|8|38001-4|LOINC|t|Chest X-ray W expiration
4311|4|8|37714-3|LOINC|t|Hand - right X-ray PA
4071|4|8|37396-9|LOINC|t|Upper extremity arteries - bilateral Fluoroscopic angiogram W contrast IA
3831|4|8|36985-0|LOINC|t|Hip X-ray lateral crosstable
3591|4|8|36622-9|LOINC|t|Hand - bilateral X-ray PA
3351|4|8|33172-8|LOINC|t|Fetal Head Circumference estimated from gestational age by method of Australian Society of Ultrasound Medicine 2000 (US)
3111|4|8|30719-9|LOINC|t|Temporomandibular joint X-ray tomograph
2871|4|8|25013-4|LOINC|t|Toes X-ray
2631|4|8|12152-5|LOINC|t|Fetal Interventricular septum Thickness.systolic Measured by M-mode US
2391|4|8|11853-9|LOINC|t|Fetal Kidney - left Thickeness US
2151|9|3|72269009|SNOMED-CT|t|Unilateral modified radical mastectomy (situation)
1911|4|8|37773-9|LOINC|t|Breast - right Mammogram magnification
1671|9||||f|Allograft replacement of three coronary arteries (procedure)
1431|9||||f|Home visit for hemodialysis
1191|5||||f|Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient has developed a significant complication or a significant new problem. Typically, 25 minutes are spent at the bedside and on the patient's facility floor or unit.
951|9|3|310634005|SNOMED-CT|t|Check colonoscopy (procedure)
711|7|3|410234004|SNOMED-CT|t|Management of mental health treatment (procedure)
471|7|3|183530004|SNOMED-CT|t|Referral to diabetologist (procedure)
231|5|3|67533008|SNOMED-CT|t|Auditory rehabilitation (regime/therapy)
10541|15|3|704381006|SNOMED-CT|t|Deficient knowledge of oral hygiene
10301|15|3|365925001|SNOMED-CT|t|Finding related to ability to make considered choices
10061|15|3|247668007|SNOMED-CT|t|Delusion of grandiose ability
9821|14|3|112089001|SNOMED-CT|t|Comprehension dysprosody
9581|14|3|286230006|SNOMED-CT|t|Able to use velaric airstream for speech
9341|14|3|89201000119106|SNOMED-CT|t|Dependence on supplemental oxygen when ambulating
9101|14|3|301652007|SNOMED-CT|t|Does sit down on a chair
8861|14|3|286310005|SNOMED-CT|t|Able to use single consonant
8621|14|3|364920000|SNOMED-CT|t|Finding related to ability to rise from squatting
8381|14|3|284270002|SNOMED-CT|t|Able to use pincer grip
8141|14|3|79021000119104|SNOMED-CT|t|Dependence on aspirator
7901|14|3|289126003|SNOMED-CT|t|Does perform mouthcare activities
7661|14|3|284312000|SNOMED-CT|t|Able to manipulate objects
7421|14|3|285859009|SNOMED-CT|t|Difficulty using domestic equipment
7181|14|3|286049003|SNOMED-CT|t|Unable to wash laundry
6941|14|3|224281008|SNOMED-CT|t|Disabled telephone user
6701|14|3|282152005|SNOMED-CT|t|Does not walk on the flat
6461|14|3|284955009|SNOMED-CT|t|Ability to manage menstrual hygiene
6221|14|3|103284002|SNOMED-CT|t|Positional vertigo
5981|14|3|304537007|SNOMED-CT|t|Recommendation to stop activity of daily living
5741|9|3|90442009|SNOMED-CT|t|Cerclage of cervix during pregnancy by vaginal approach (procedure)
5501|9|3|177184002|SNOMED-CT|t|Normal delivery procedure (procedure)
5261|4|8|60477-7|LOINC|t|Fetal Nuchal fold [Multiple of the median] Thickness adjusted for maternal weight
5021|4|8|43522-2|LOINC|t|Pelvis X-ray 1 or 2 views
4781|4|8|39375-1|LOINC|t|Foot - right X-ray AP and lateral and oblique standing
4541|4|8|37979-2|LOINC|t|Uterine artery Fluoroscopic angiogram W contrast IA
4301|4|8|37704-4|LOINC|t|Foot - right X-ray oblique single view
4061|4|8|37386-0|LOINC|t|Aortic arch and Vertebral artery - right Fluoroscopic angiogram W contrast IA
3821|4|8|36975-1|LOINC|t|Calcaneus - bilateral X-ray Harris
3581|4|8|36612-0|LOINC|t|Finger second X-ray oblique single view
3341|4|8|33161-1|LOINC|t|Fetal Crown Rump length estimated from gestational age by method of Shinozuka 1996 (US)
3101|4|8|30641-5|LOINC|t|Vein Fluoroscopic angiogram Additional angioplasty W contrast IV
2861|4|8|24993-8|LOINC|t|Sternoclavicular Joints X-ray
2621|4|8|12135-0|LOINC|t|Fetal Cerebral artery middle Systolic flow/Diastolic flow US.doppler
2381|4|8|11833-1|LOINC|t|Fetal Amniotic fluid space Mean diameter largest pocket US
2141|9|3|446109005|SNOMED-CT|t|Simple mastectomy with excision of axillary lymph nodes (procedure)
1901|4|8|37543-6|LOINC|t|Breast - bilateral Mammogram magnification
1661|9||||f|Modified radical mastectomy, bilateral (procedure)
1421|9||||f|Percutaneous transluminal coronary angioplasty; single major coronary artery or branch
1181|5||||f|Observation or inpatient hospital care, for the evaluation and management of a patient including admission and discharge on the same date, which requires these 3 key components: A detailed or comprehensive history; A detailed or comprehensive examination; and Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually the presenting problem(s) requiring admission are of low severity. Typically, 40 minutes are spent at the bedside and on the patient's hospital floor or unit.
941|9|3|235150006|SNOMED-CT|t|Total colonoscopy (procedure)
701|7|3|410224008|SNOMED-CT|t|Mental health care education (procedure)
461|7|3|10997001|SNOMED-CT|t|Psychiatric evaluation of patient for testimentary capacity with report (procedure)
221|5|3|448337001|SNOMED-CT|t|Telemedicine Visit
10605|15|3|365320002|SNOMED-CT|t|Independence of thought - finding
10365|15|3|247635000|SNOMED-CT|t|Sexual preoccupation
10125|15|3|6471006|SNOMED-CT|t|Suicidal thoughts
9885|14|3|288618002|SNOMED-CT|t|Does use grammatical constructions
9645|14|3|397653009|SNOMED-CT|t|Finding of ability to hear
9405|14|3|301696007|SNOMED-CT|t|Does not move up and down bed
9165|14|3|286208005|SNOMED-CT|t|Does make movements for speech
8925|14|3|714887007|SNOMED-CT|t|Unable to transfer location
8685|14|3|288359002|SNOMED-CT|t|Does not throw objects
8445|14|3|284172001|SNOMED-CT|t|Difficulty kicking
8205|14|3|365389004|SNOMED-CT|t|Finding related to ability to perform occupation and employment activities
7965|14|3|284962000|SNOMED-CT|t|Able to maintain standard of personal hygiene
7725|14|3|365171007|SNOMED-CT|t|Finding related to ability to thread a needle
7485|14|3|286027009|SNOMED-CT|t|Able to pull electric plug out of socket
7245|14|3|286203001|SNOMED-CT|t|Difficulty opening home when secured
7005|14|3|300609001|SNOMED-CT|t|Does perform travelling activities
6765|14|3|282204009|SNOMED-CT|t|Unable to initiate walking
6525|14|3|300651008|SNOMED-CT|t|Ability to organize a journey
6285|14|3|30976009|SNOMED-CT|t|Vocal fold adduction
6045|14|3|225589000|SNOMED-CT|t|Chokes when swallowing
5805|9|6|59130|CPT|t|Surgical treatment of ectopic pregnancy; abdominal pregnancy
5565|9|3|265635006|SNOMED-CT|t|Diagnostic amniocentesis (procedure)
5325|4|8|69127-9|LOINC|t|Fluoroscopy Guidance for needle biopsy of Chest.pleura
5085|4|8|44195-6|LOINC|t|Knee X-ray GE 5 views
4845|4|8|41782-4|LOINC|t|Ankle - right X-ray portable
4605|4|8|38153-3|LOINC|t|Submandibular gland Fluoroscopy W contrast intra salivary duct
4365|4|8|37776-2|LOINC|t|Patella - right X-ray AP and lateral
4125|4|8|37498-3|LOINC|t|Head vessels and Neck vessels CT angiogram W contrast IV
3885|4|8|37056-9|LOINC|t|Acromioclavicular joint - bilateral X-ray Zanca
3645|4|8|36684-9|LOINC|t|Ankle - bilateral X-ray AP and lateral
3405|4|8|35951-3|LOINC|t|Aortic arch MRI angiogram
3165|4|8|30781-9|LOINC|t|Finger third X-ray
2925|4|8|26085-1|LOINC|t|Knee - bilateral X-ray standing
2685|4|8|24614-0|LOINC|t|Carotid artery extracranial Fluoroscopic angiogram Angioplasty W contrast IA
2445|4|8|11919-8|LOINC|t|Gestational age estimated from Femur length (US)
2205|9|6|90951|CPT|t|End-stage renal disease (ESRD) related services monthly, for patients younger than 2 years of age to include monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents; with 4 or more face-to-face visits by a physician or other qualified health care professional per month
1965|5|3|401267002|SNOMED-CT|t|Telephone triage encounter (procedure)
1725|9||||f|Emergency coronary artery bypass graft (procedure)
1485|4||||f|Breast Mammogram axillary
1245|7||||f|Referral to community drug and alcohol team (procedure)
1005|9|6|45378|CPT|t|Colonoscopy, flexible, proximal to splenic flexure; diagnostic, with or without collection of specimen(s) by brushing or washing, with or without colon decompression (separate procedure)
765|7|6|99407|CPT|t|Smoking and tobacco use cessation counseling visit; intensive, greater than 10 minutes
525|7|3|225324006|SNOMED-CT|t|Smoking effects education (procedure)
285|5|6|96150|CPT|t|Health and behavior assessment (eg, health-focused clinical interview, behavioral observations, psychophysiological monitoring, health-oriented questionnaires), each 15 minutes face-to-face with the patient; initial assessment
45|4|8|36245-9|LOINC|t|Sacrum CT W contrast IV
10460|15|3|247630005|SNOMED-CT|t|Pressure of thought
10220|15|3|2899008|SNOMED-CT|t|Thought block
9980|15|3|285277009|SNOMED-CT|t|Delusion of unworthiness
9740|14|3|161140009|SNOMED-CT|t|English as a second language
9500|14|3|301566006|SNOMED-CT|t|Does not mobilize outside
9260|14|3|282878003|SNOMED-CT|t|Does stand up alone
9020|14|3|404936009|SNOMED-CT|t|Wide base of support
8780|14|3|285530000|SNOMED-CT|t|Able to move blade of tongue
8540|14|3|228147004|SNOMED-CT|t|Gross motor impairment
8300|14|3|301682001|SNOMED-CT|t|Unable to move in bed
8060|14|3|285020004|SNOMED-CT|t|Difficulty managing appliance when dressing and undressing
7820|14|3|365232000|SNOMED-CT|t|Finding related to ability to manage personal health care
7580|14|3|288428000|SNOMED-CT|t|Difficulty cutting with scissors
7340|14|3|400985006|SNOMED-CT|t|Needs help with housework
7100|14|3|285866005|SNOMED-CT|t|Difficulty using dishwasher
6860|14|3|300756008|SNOMED-CT|t|Able to engage in a hobby
6620|14|3|300693009|SNOMED-CT|t|Ability to use financial account
6380|14|3|286014005|SNOMED-CT|t|Ability to turn off domestic appliance
6140|14|3|370873006|SNOMED-CT|t|Ambulation therapy management
5900|7|3|183306002|SNOMED-CT|t|OAB Kegel exercises: urge suppression
5660|9|3|417615007|SNOMED-CT|t|Second low dose diphtheria, tetanus and inactivated polio vaccination (procedure)
5420|4|8|70919-6|LOINC|t|Fluoroscopy Guidance for injection of Spine Lumbar
5180|4|8|48480-8|LOINC|t|Ankle - bilateral X-ray GE 3 views
4940|4|8|42439-0|LOINC|t|Neck X-ray AP single view
4700|4|8|39051-8|LOINC|t|Chest X-ray lateral
4460|4|8|37880-2|LOINC|t|Sternoclavicular Joint X-ray AP single view
4220|4|8|37615-2|LOINC|t|Pelvis vessels Fluoroscopic angiogram W contrast
3980|4|8|37160-9|LOINC|t|Shoulder - left X-ray Grashey and axillary
3740|4|8|36793-8|LOINC|t|Carotid vessel MRI angiogram
3500|4|8|36326-7|LOINC|t|Knee - left X-ray 4 views
3260|4|8|33080-3|LOINC|t|Gestational age estimated from Biparietal diameter by method of Lessoway 1998 (US)
3020|4|8|26303-8|LOINC|t|Fluoroscopic angiogram Guidance for placement of stent in Vein - right
2780|4|8|24788-2|LOINC|t|Kidney - bilateral X-ray W contrast IV
2540|4|8|12049-3|LOINC|t|Fetal Cranium Study observation US
2300|4|8|11707-7|LOINC|t|Fetal Mitral valve Peak systolic flow US.doppler
2060|9|3|14693006|SNOMED-CT|t|Bilateral subcutaneous mammectomy (procedure)
1820|9||||f|End-stage renal disease (ESRD) related services for dialysis less than a full month of service, per day; for patients 2-11 years of age
1580|5||||f|Subsequent observation care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: Problem focused interval history; Problem focused examination; Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is stable, recovering, or improving. Typically, 15 minutes are spent at the bedside and on the patient's hospital floor or unit.
1340|9||||f|Prophylactic mastectomy (procedure)
1100|4||||f|Breast - left Mammogram spot compression
